date,adm_level,adm_id,PCODE,n_pixels,rfh,rfh_avg,r1h,r1h_avg,r3h,r3h_avg,rfq,r1q,r3q,version
4/1/2005,2,25839,LK41,31,97.258064,16.006453,111.19355,29.711828,164.16129,107.126884,486.79358,334.7376,150.86595,final
4/11/2005,2,25839,LK41,31,71.03226,22.545162,181,45.778496,215.58064,110.25591,276.02762,366.29678,191.38336,final
4/21/2005,2,25839,LK41,31,19.64516,17.274193,187.93547,55.825806,214.74193,105.94301,110.64446,317.19345,198.0674,final
5/1/2005,2,25839,LK41,31,18.580645,15.524732,109.25806,55.344086,229.25806,109.0871,114.88893,189.34425,205.33264,final
5/11/2005,2,25839,LK41,31,0.87096775,13.495699,39.096775,46.294624,225.90323,113.553764,31.74234,85.967636,194.76668,final
5/21/2005,2,25839,LK41,31,3.7741935,7.4623656,23.225805,36.482796,226.90323,114.85914,70.40552,68.0422,193.4798,final
6/1/2005,2,25839,LK41,31,0.61290324,1.2172043,5.2580643,22.175268,225.70967,107.23118,90.28018,37.747795,205.56648,final
6/11/2005,2,25839,LK41,31,0,0,4.387097,8.67957,224.48387,100.752686,100,68.621284,217.0005,final
6/21/2005,2,25839,LK41,31,0,0,0.61290324,1.2172043,211.77419,93.5258,100,90.28018,220.01767,final
7/1/2005,2,25839,LK41,31,0,0,0,0,114.51611,77.519356,100,100,144.83405,final
7/11/2005,2,25839,LK41,31,0,0,0,0,43.48387,54.974194,100,100,80.841225,final
7/21/2005,2,25839,LK41,31,0.5483871,0.47956988,0.5483871,0.47956988,24.387096,38.17957,101.25588,101.25588,68.05787,final
8/1/2005,2,25839,LK41,31,2.7741935,3.5172043,3.3225806,3.9967742,8.580645,26.172043,91.27636,92.50626,43.566746,final
8/11/2005,2,25839,LK41,31,1.5806452,4.668817,4.903226,8.665591,9.290323,17.345161,68.06049,72.46833,63.952656,final
8/21/2005,2,25839,LK41,31,3.2903225,5.908602,7.6451616,14.094624,8.806452,15.791398,75.998024,66.22368,66.40463,final
9/1/2005,2,25839,LK41,31,7.967742,5.0989246,12.83871,15.676344,16.16129,19.673119,128.40715,86.27594,85.76658,final
9/11/2005,2,25839,LK41,31,1.6129032,5.3688173,12.870968,16.376345,17.774193,25.041935,63.776833,83.60161,75.80801,final
9/21/2005,2,25839,LK41,31,2.064516,17.933332,11.645162,28.401075,19.838709,42.97527,30.804577,49.834206,51.773983,final
10/1/2005,2,25839,LK41,31,43.096775,45.111828,46.774193,68.41398,62.935486,88.0871,95.97889,70.52361,72.98056,final
10/11/2005,2,25839,LK41,31,95.935486,64.15269,141.09677,127.19785,158.87097,152.23979,145.96031,110.51373,104.21724,final
10/21/2005,2,25839,LK41,31,113.77419,110.10538,252.80646,219.36989,272.09677,261.8656,103.187355,114.902435,103.83383,final
11/1/2005,2,25839,LK41,31,323.19354,156.93764,532.9032,331.1957,592.5161,415.286,202.66661,159.99704,142.16893,final
11/11/2005,2,25839,LK41,31,304.19354,140.04408,741.16125,407.0871,895.129,550.6613,213.17212,181.06883,161.99239,final
11/21/2005,2,25839,LK41,31,292,147.83333,919.3871,444.81506,1183.8386,692.586,194.32935,205.5038,170.4218,final
12/1/2005,2,25839,LK41,31,137.80646,95.24624,734,383.12366,1313.6775,782.73334,142.45567,190.40323,167.4015,final
12/11/2005,2,25839,LK41,31,57.258064,72.46129,487.0645,315.54086,1369.3225,849.8258,80.37313,153.5107,160.77223,final
12/21/2005,2,25839,LK41,31,4.935484,53.35484,200,221.06236,1372.1935,885.2473,17.025982,90.682945,154.69785,final
1/1/2006,2,25839,LK41,31,63.032257,33.5,125.22581,156.29033,1392.1288,862.81824,176.70715,80.73999,160.99326,final
1/11/2006,2,25839,LK41,31,59.967743,19.416128,127.935486,104.017204,1356.1613,818.7688,266.08536,121.93991,165.23582,final
1/21/2006,2,25839,LK41,31,10.193548,21.587097,133.19354,74.50323,1252.5807,735.9871,57.146324,173.82129,169.71695,final
2/1/2006,2,25839,LK41,31,6.322581,12.380645,76.48387,53.38387,935.7097,588.79675,65.14476,139.56573,158.42285,final
2/11/2006,2,25839,LK41,31,3.7741935,9.029033,20.290321,42.996773,635.2903,460.6828,62.543114,52.69171,137.49493,final
2/21/2006,2,25839,LK41,31,8.032258,6.156989,18.129032,27.566668,351.32257,319.143,116.80802,71.02058,109.92758,final
3/1/2006,2,25839,LK41,31,41.870968,8.845161,53.67742,24.031183,255.3871,233.70538,338.5368,202.1186,109.08303,final
3/11/2006,2,25839,LK41,31,10.612904,6.4784946,60.51613,21.480644,208.74194,168.49463,136.01874,247.41139,123.19802,final
3/21/2006,2,25839,LK41,31,13.354838,7.2268815,65.83871,22.550537,217.1613,124.62043,150.11873,257.12277,171.39375,final
4/1/2006,2,25839,LK41,31,7.419355,16.006453,31.387098,29.711828,161.54839,107.126884,59.12162,104.826225,148.53564,final
4/11/2006,2,25839,LK41,31,65.22581,22.545162,86,45.778496,166.80644,110.25591,254.94788,179.20972,149.06519,final
4/21/2006,2,25839,LK41,31,3.548387,17.274193,76.19355,55.825806,160.16129,105.94301,38.37799,133.48537,148.87039,final
5/1/2006,2,25839,LK41,31,12.16129,15.524732,80.935486,55.344086,166,109.0871,83.61274,142.40912,149.88548,final
5/11/2006,2,25839,LK41,31,5.516129,13.495699,21.225805,46.294624,167.74193,113.553764,56.857155,51.127785,145.70767,final
5/21/2006,2,25839,LK41,31,1.0967742,7.4623656,18.774195,36.482796,160.80644,114.85914,48.921482,57.310974,138.33441,final
6/1/2006,2,25839,LK41,31,0.8064516,1.2172043,7.419355,22.175268,119.741936,107.23118,93.393295,45.70095,111.14731,final
6/11/2006,2,25839,LK41,31,0,0,1.9032259,8.67957,109.12903,100.752686,100,50.463764,107.92069,final
6/21/2006,2,25839,LK41,31,0,0,0.8064516,1.2172043,95.77419,93.5258,100,93.393295,102.282036,final
7/1/2006,2,25839,LK41,31,0,0,0,0,88.354836,77.519356,100,100,113.13083,final
7/11/2006,2,25839,LK41,31,0,0,0,0,23.129032,54.974194,100,100,46.901894,final
7/21/2006,2,25839,LK41,31,1.548387,0.47956988,1.548387,0.47956988,21.129034,38.17957,119.505486,119.505486,60.512497,final
8/1/2006,2,25839,LK41,31,1.548387,3.5172043,3.096774,3.9967742,10.516129,26.172043,76.88423,89.99641,49.775784,final
8/11/2006,2,25839,LK41,31,1.6451613,4.668817,4.7419353,8.665591,6.645161,17.345161,68.72775,71.28807,52.11491,final
8/21/2006,2,25839,LK41,31,2.903226,5.908602,6.096774,14.094624,8.451612,15.791398,72.449486,58.114655,64.697975,final
9/1/2006,2,25839,LK41,31,10.806452,5.0989246,15.354839,15.676344,18.451612,19.673119,156.51619,98.44506,95.04925,final
9/11/2006,2,25839,LK41,31,3.7741935,5.3688173,17.483871,16.376345,22.225805,25.041935,84.62097,105.18108,90.626,final
9/21/2006,2,25839,LK41,31,6.129032,17.933332,20.709679,28.401075,28.354837,42.97527,48.52776,76.9726,69.52506,final
10/1/2006,2,25839,LK41,31,20.709677,45.111828,30.612904,68.41398,49.064514,88.0871,51.304607,48.509705,58.079494,final
10/11/2006,2,25839,LK41,31,71.354836,64.15269,98.19354,127.19785,120.41935,152.23979,110.41485,78.05993,79.76311,final
10/21/2006,2,25839,LK41,31,265.9355,110.10538,358,219.36989,384.80646,261.8656,235.38039,161.7864,146.06845,final
11/1/2006,2,25839,LK41,31,190.09677,156.93764,527.3871,331.1957,573.35486,415.286,120.47649,158.3563,137.60983,final
11/11/2006,2,25839,LK41,31,222.93549,140.04408,678.9678,407.0871,794.6452,550.6613,157.14911,165.97652,143.90874,final
11/21/2006,2,25839,LK41,31,78.48387,147.83333,491.5161,444.81506,870.2258,692.586,54.62413,110.382286,125.46494,final
12/1/2006,2,25839,LK41,31,11.419354,95.24624,312.8387,383.12366,870.83875,782.73334,16.379023,81.8911,111.18467,final
12/11/2006,2,25839,LK41,31,51.419353,72.46129,141.32259,315.54086,918.48395,849.8258,72.83555,45.64865,108.03183,final
12/21/2006,2,25839,LK41,31,21.129032,53.35484,83.96774,221.06236,933.48395,885.2473,44.77612,39.355396,105.418335,final
1/1/2007,2,25839,LK41,31,6.709677,33.5,79.258064,156.29033,919.4839,862.81824,30.414745,52.239998,106.52966,final
1/11/2007,2,25839,LK41,31,18.064516,19.416128,45.903225,104.017204,866.1936,818.7688,94.464264,46.692837,105.75706,final
1/21/2007,2,25839,LK41,31,41.967743,21.587097,66.741936,74.50323,642.2257,735.9871,176.65616,90.23777,87.34642,final
2/1/2007,2,25839,LK41,31,3.935484,12.380645,63.967743,53.38387,456.0645,588.79675,51.410538,118.128075,77.64686,final
2/11/2007,2,25839,LK41,31,4,9.029033,49.90323,42.996773,237.12903,460.6828,64.15268,114.38942,51.99441,final
2/21/2007,2,25839,LK41,31,4.16129,6.156989,12.096774,27.566668,162.80646,319.143,82.11257,52.497776,51.769268,final
3/1/2007,2,25839,LK41,31,1.3225807,8.845161,9.4838705,24.031183,152.70967,233.70538,45.66636,49.890736,66.06875,final
3/11/2007,2,25839,LK41,31,1.4193548,6.4784946,6.903226,21.480644,102.70969,168.49463,55.92506,44.95067,62.082436,final
3/21/2007,2,25839,LK41,31,11.741936,7.2268815,14.483871,22.550537,93.322586,124.62043,136.92728,70.720474,75.85424,final
4/1/2007,2,25839,LK41,31,35.387096,16.006453,48.548386,29.711828,122,107.126884,192.26044,154.26552,113.264534,final
4/11/2007,2,25839,LK41,31,16.032259,22.545162,63.161293,45.778496,119.96774,110.25591,76.355545,134.23259,108.42632,final
4/21/2007,2,25839,LK41,31,17.290323,17.274193,68.70968,55.825806,95.29032,105.94301,100.07242,121.181595,90.398056,final
5/1/2007,2,25839,LK41,31,7.16129,15.524732,40.48387,55.344086,98.51613,109.0871,59.25189,75.3742,90.7343,final
5/11/2007,2,25839,LK41,31,1.1935484,13.495699,25.645163,46.294624,95.70968,113.553764,33.486423,59.743423,84.948524,final
5/21/2007,2,25839,LK41,31,9.5161295,7.4623656,17.870968,36.482796,101.06452,114.85914,116.47972,55.13362,88.490974,final
6/1/2007,2,25839,LK41,31,1,1.2172043,11.709678,22.175268,100.741936,107.23118,96.50641,61.488552,94.21797,final
6/11/2007,2,25839,LK41,31,0,0,10.5161295,8.67957,99.322586,100.752686,100,113.42557,98.6477,final
6/21/2007,2,25839,LK41,31,0,0,1,1.2172043,87.58065,93.5258,100,96.50641,93.9659,final
7/1/2007,2,25839,LK41,31,0,0,0,0,52.19355,77.519356,100,100,69.30925,final
7/11/2007,2,25839,LK41,31,0,0,0,0,36.161293,54.974194,100,100,68.631676,final
7/21/2007,2,25839,LK41,31,1,0.47956988,1,0.47956988,19.870968,38.17957,109.49764,109.49764,57.598923,final
8/1/2007,2,25839,LK41,31,3.7741935,3.5172043,4.774194,3.9967742,16.483871,26.172043,103.017296,108.64109,68.92032,final
8/11/2007,2,25839,LK41,31,1.3225807,4.668817,6.0967746,8.665591,16.612904,17.345161,65.39146,81.2023,96.72297,final
8/21/2007,2,25839,LK41,31,4.870968,5.908602,9.967742,14.094624,11.967743,15.791398,90.48793,78.38721,81.609436,final
9/1/2007,2,25839,LK41,31,4.967742,5.0989246,11.161291,15.676344,15.935485,19.673119,98.70103,78.16319,84.851395,final
9/11/2007,2,25839,LK41,31,10.419354,5.3688173,20.258064,16.376345,26.35484,25.041935,148.70891,118.15895,104.37024,final
9/21/2007,2,25839,LK41,31,5.129032,17.933332,20.516129,28.401075,31.483871,42.97527,44.167294,76.393135,76.04725,final
10/1/2007,2,25839,LK41,31,8.225806,45.111828,23.774193,68.41398,39.70968,88.0871,26.392586,39.19443,48.02994,final
10/11/2007,2,25839,LK41,31,171.06451,64.15269,184.41936,127.19785,210.7742,152.23979,254.60257,143.28474,137.2262,final
10/21/2007,2,25839,LK41,31,198.45161,110.10538,377.74194,219.36989,408.22583,261.8656,176.75249,170.58525,154.84418,final
11/1/2007,2,25839,LK41,31,71.064514,156.93764,440.58063,331.1957,475.5161,415.286,46.971485,132.53609,114.33074,final
11/11/2007,2,25839,LK41,31,37.83871,140.04408,307.35483,407.0871,512.0322,550.6613,29.53496,75.798256,93.04809,final
11/21/2007,2,25839,LK41,31,54.741936,147.83333,163.64517,444.81506,561.9032,692.586,39.0896,37.492115,81.266426,final
12/1/2007,2,25839,LK41,31,15.709678,95.24624,108.29032,383.12366,572.64514,782.73334,20.65881,29.189236,73.33004,final
12/11/2007,2,25839,LK41,31,308.58066,72.46129,379.0323,315.54086,870.8064,849.8258,404.8224,119.80759,102.45438,final
12/21/2007,2,25839,LK41,31,24.35484,53.35484,348.64517,221.06236,890.0322,885.2473,50.30404,156.437,100.537476,final
1/1/2008,2,25839,LK41,31,9.387096,33.5,342.32257,156.29033,891.1935,862.81824,37.36908,215.34,103.26972,final
1/11/2008,2,25839,LK41,31,5.322581,19.416128,39.064518,104.017204,725.4516,818.7688,42.27771,40.419785,88.67191,final
1/21/2008,2,25839,LK41,31,6.580645,21.587097,21.290321,74.50323,533.5806,735.9871,43.55739,33.068245,72.68421,final
2/1/2008,2,25839,LK41,31,29.548388,12.380645,41.451614,53.38387,492.0645,588.79675,198.77504,79.562416,83.70954,final
2/11/2008,2,25839,LK41,31,6.129032,9.029033,42.258064,42.996773,460.35486,460.6828,79.328575,98.46092,99.92958,final
2/21/2008,2,25839,LK41,31,22.838709,6.156989,58.51613,27.566668,428.45163,319.143,249.51811,195.03418,133.72234,final
3/1/2008,2,25839,LK41,31,36.870968,8.845161,65.83871,24.031183,449.6129,233.70538,302.42313,244.00902,190.44939,final
3/11/2008,2,25839,LK41,31,56.419353,6.4784946,116.12903,21.480644,197.45161,168.49463,535.082,457.42477,116.69042,final
3/21/2008,2,25839,LK41,31,55.29032,7.2268815,148.58064,22.550537,228.38708,124.62043,493.0965,557.4506,180.05426,final
4/1/2008,2,25839,LK41,31,28.032259,16.006453,139.74193,29.711828,247.03226,107.126884,157.24815,416.98157,224.77414,final
4/11/2008,2,25839,LK41,31,13.935484,22.545162,97.258064,45.778496,255.64517,110.25591,68.74341,201.38066,226.14471,final
4/21/2008,2,25839,LK41,31,9.193548,17.274193,51.161293,55.825806,258.25806,105.94301,63.721943,92.33136,237.29126,final
5/1/2008,2,25839,LK41,31,1.7096775,15.524732,24.838709,55.344086,230.41933,109.0871,32.690697,49.447613,206.35052,final
5/11/2008,2,25839,LK41,31,2.7096775,13.495699,13.612904,46.294624,226.99997,113.553764,41.683624,36.286266,195.69177,final
5/21/2008,2,25839,LK41,31,2.2258065,7.4623656,6.6451616,36.482796,206.38707,114.85914,57.981014,28.072268,176.36292,final
6/1/2008,2,25839,LK41,31,1.3870968,1.2172043,6.322581,22.175268,170.9032,107.23118,102.73262,41.665016,156.73291,final
6/11/2008,2,25839,LK41,31,0,0,3.612903,8.67957,114.48388,100.752686,100,62.9618,112.98425,final
6/21/2008,2,25839,LK41,31,0,0,1.3870968,1.2172043,59.193554,93.5258,100,102.73262,65.15406,final
7/1/2008,2,25839,LK41,31,0,0,0,0,31.16129,77.519356,100,100,43.821587,final
7/11/2008,2,25839,LK41,31,0,0,0,0,17.225807,54.974194,100,100,37.058952,final
7/21/2008,2,25839,LK41,31,0.29032257,0.47956988,0.29032257,0.47956988,8.32258,38.17957,96.54632,96.54632,30.853897,final
8/1/2008,2,25839,LK41,31,4.354839,3.5172043,4.6451616,3.9967742,10.967743,26.172043,109.834625,107.20688,51.224564,final
8/11/2008,2,25839,LK41,31,1.9354838,4.668817,6.5806456,8.665591,10.193548,17.345161,71.73042,84.7431,67.994804,final
8/21/2008,2,25839,LK41,31,10.290322,5.908602,16.580645,14.094624,18.258064,15.791398,140.16757,113.01948,111.863884,final
9/1/2008,2,25839,LK41,31,3.2903225,5.0989246,15.516129,15.676344,20.161291,19.673119,82.09114,99.22513,101.97856,final
9/11/2008,2,25839,LK41,31,0.4516129,5.3688173,14.032257,16.376345,20.612904,25.041935,52.577,89.0342,85.25717,final
9/21/2008,2,25839,LK41,31,1.6451613,17.933332,5.387097,28.401075,22.258064,42.97527,28.975994,31.09809,56.816906,final
10/1/2008,2,25839,LK41,31,12.064516,45.111828,14.16129,68.41398,34.32258,88.0871,34.052868,26.100328,42.24278,final
10/11/2008,2,25839,LK41,31,78.41936,64.15269,92.129036,127.19785,112.741936,152.23979,120.630684,73.47248,74.8805,final
10/21/2008,2,25839,LK41,31,75.58064,110.10538,166.06451,219.36989,188.03226,261.8656,70.005974,76.24219,72.33313,final
11/1/2008,2,25839,LK41,31,17.903225,156.93764,171.90323,331.1957,201.58064,415.286,14.143237,52.619125,49.152393,final
11/11/2008,2,25839,LK41,31,119.935486,140.04408,213.41936,407.0871,319.58066,550.6613,86.136215,53.003204,58.4134,final
11/21/2008,2,25839,LK41,31,443.9355,147.83333,581.7742,444.81506,753.2258,692.586,293.74188,130.44786,108.69281,final
12/1/2008,2,25839,LK41,31,161.12903,95.24624,725,383.12366,911.0645,782.73334,165.72096,188.08438,116.2912,final
12/11/2008,2,25839,LK41,31,124.22581,72.46129,729.29034,315.54086,1034.8387,849.8258,166.8263,229.07855,121.64336,final
12/21/2008,2,25839,LK41,31,6.354839,53.35484,291.70966,221.06236,1039.5485,885.2473,19.458265,131.25124,117.33239,final
1/1/2009,2,25839,LK41,31,39,33.5,169.58064,156.29033,1066.4839,862.81824,114.28572,108.24,123.4687,final
1/11/2009,2,25839,LK41,31,8,19.416128,53.35484,104.017204,996.0646,818.7688,53.243492,53.5281,121.52252,final
1/21/2009,2,25839,LK41,31,25.935484,21.587097,72.935486,74.50323,946.4194,735.9871,116.355255,98.028076,128.39891,final
2/1/2009,2,25839,LK41,31,3.032258,12.380645,36.967743,53.38387,931.54846,588.79675,46.213806,71.88242,157.72206,final
2/11/2009,2,25839,LK41,31,2.935484,9.029033,31.903227,42.996773,814.54846,460.6828,56.564724,76.8869,175.98857,final
2/21/2009,2,25839,LK41,31,2.1612904,6.156989,8.129032,27.566668,372.77417,319.143,64.186584,40.314327,116.545525,final
3/1/2009,2,25839,LK41,31,36.935482,8.845161,42.032257,24.031183,248.58064,233.70538,302.8891,162.006,106.23164,final
3/11/2009,2,25839,LK41,31,15.419354,6.4784946,54.516125,21.480644,139.7742,168.49463,177.89226,224.75331,83.44592,final
3/21/2009,2,25839,LK41,31,2.1612904,7.2268815,54.516125,22.550537,135.58064,124.62043,58.570053,216.02528,108.45562,final
4/1/2009,2,25839,LK41,31,54.64516,16.006453,72.22581,29.711828,151.22581,107.126884,283.93735,222.47691,139.3295,final
4/11/2009,2,25839,LK41,31,41.096775,22.545162,97.90323,45.778496,184.32259,110.25591,167.34981,202.65118,164.2628,final
4/21/2009,2,25839,LK41,31,4.2580647,17.274193,100,55.825806,162.64516,105.94301,41.564083,172.6241,151.10925,final
5/1/2009,2,25839,LK41,31,1.0645162,15.524732,46.419357,55.344086,160.67741,109.0871,29.547361,85.210266,145.22011,final
5/11/2009,2,25839,LK41,31,7.032258,13.495699,12.354839,46.294624,164.77419,113.553764,65.05436,33.83364,143.20438,final
5/21/2009,2,25839,LK41,31,5.774194,7.4623656,13.870968,36.482796,168.3871,114.85914,86.453835,45.49107,144.65906,final
6/1/2009,2,25839,LK41,31,0.29032257,1.2172043,13.096774,22.175268,131.74194,107.23118,85.09167,66.59281,121.83954,final
6/11/2009,2,25839,LK41,31,0,0,6.0645165,8.67957,116.32258,100.752686,100,80.88351,114.72293,final
6/21/2009,2,25839,LK41,31,0,0,0.29032257,1.2172043,114.161285,93.5258,100,85.09167,120.94424,final
7/1/2009,2,25839,LK41,31,0,0,0,0,59.51613,77.519356,100,100,78.18302,final
7/11/2009,2,25839,LK41,31,0,0,0,0,18.419355,54.974194,100,100,39.049053,final
7/21/2009,2,25839,LK41,31,0.16129032,0.47956988,0.16129032,0.47956988,14.32258,38.17957,94.19152,94.19152,44.74936,final
8/1/2009,2,25839,LK41,31,0.6451613,3.5172043,0.80645156,3.9967742,13.903226,26.172043,66.27951,64.53926,60.641598,final
8/11/2009,2,25839,LK41,31,19.193548,4.668817,20,8.665591,26.064516,17.345161,250.22243,182.94122,139.02122,final
8/21/2009,2,25839,LK41,31,4.580645,5.908602,24.419353,14.094624,24.870966,15.791398,87.826515,154.0714,143.66983,final
9/1/2009,2,25839,LK41,31,1.451613,5.0989246,25.225805,15.676344,26.032257,19.673119,63.884155,146.18544,125.77355,final
9/11/2009,2,25839,LK41,31,3.580645,5.3688173,9.612904,16.376345,29.612902,25.041935,82.754326,68.36016,115.21528,final
9/21/2009,2,25839,LK41,31,6.096774,17.933332,11.129032,28.401075,35.709675,42.97527,48.3871,48.28896,84.855545,final
10/1/2009,2,25839,LK41,31,2.548387,45.111828,12.225807,68.41398,38.25806,88.0871,15.063085,23.463934,46.470524,final
10/11/2009,2,25839,LK41,31,7.290323,64.15269,15.935484,127.19785,45.54838,152.23979,17.772734,15.836479,32.14732,final
10/21/2009,2,25839,LK41,31,72,110.10538,81.83871,219.36989,117.38709,261.8656,66.895226,38.70337,45.860947,final
11/1/2009,2,25839,LK41,31,280.9355,156.93764,360.2258,331.1957,397.67743,415.286,176.57135,108.63488,95.81033,final
11/11/2009,2,25839,LK41,31,190.54839,140.04408,543.4839,407.0871,569.0323,550.6613,134.81998,133.09901,103.30615,final
11/21/2009,2,25839,LK41,31,30.096775,147.83333,501.58066,444.81506,594.5484,692.586,22.964085,112.61976,85.94616,final
12/1/2009,2,25839,LK41,31,81.09677,95.24624,301.74194,383.12366,674.1936,782.73334,85.885284,79.03201,86.22126,final
12/11/2009,2,25839,LK41,31,213.12903,72.46129,324.32257,315.54086,883.74194,849.8258,281.59747,102.739655,103.967606,final
12/21/2009,2,25839,LK41,31,157.16129,53.35484,451.3871,221.06236,1034.8064,885.2473,277.88834,201.88548,116.79972,final
1/1/2010,2,25839,LK41,31,43.870968,33.5,414.1613,156.29033,1076.129,862.81824,126.93758,259.88,124.580124,final
1/11/2010,2,25839,LK41,31,8.451612,19.416128,209.48387,104.017204,1077.2904,818.7688,55.093147,196.74315,131.38278,final
1/21/2010,2,25839,LK41,31,6.935484,21.587097,59.258064,74.50323,1012.2258,735.9871,44.892017,80.82447,137.27982,final
2/1/2010,2,25839,LK41,31,2.516129,12.380645,17.903225,53.38387,733.8064,588.79675,43.244247,39.228687,124.42075,final
2/11/2010,2,25839,LK41,31,6.419355,9.029033,15.870968,42.996773,549.67737,460.6828,81.398026,43.484108,119.11056,final
2/21/2010,2,25839,LK41,31,1.548387,6.156989,10.483871,27.566668,521.129,319.143,58.693142,47.545155,162.31387,final
3/1/2010,2,25839,LK41,31,1,8.845161,8.967742,24.031183,441.03226,233.70538,43.33644,48.112892,186.8547,final
3/11/2010,2,25839,LK41,31,0.9677419,6.4784946,3.516129,21.480644,228.87097,168.49463,51.990635,32.159824,134.80013,final
3/21/2010,2,25839,LK41,31,14.129032,7.2268815,16.096775,22.550537,85.838715,124.62043,156.45062,76.57482,70.08056,final
4/1/2010,2,25839,LK41,31,9.419354,16.006453,24.516129,29.711828,51.387096,107.126884,68.6425,85.0319,50.288647,final
4/11/2010,2,25839,LK41,31,5.645161,22.545162,29.193546,45.778496,48.580643,110.25591,38.64621,67.33863,46.48841,final
4/21/2010,2,25839,LK41,31,23.870968,17.274193,38.935486,55.825806,65.51613,105.94301,129.61623,72.23166,63.560677,final
5/1/2010,2,25839,LK41,31,18.290323,15.524732,47.80645,55.344086,81.29032,109.0871,113.47444,87.5089,75.63548,final
5/11/2010,2,25839,LK41,31,27.387096,13.495699,69.548386,46.294624,102.25806,113.553764,175.1061,145.33372,90.47208,final
5/21/2010,2,25839,LK41,31,1.8709677,7.4623656,47.54839,36.482796,102.580635,114.85914,55.133736,126.67514,89.75589,final
6/1/2010,2,25839,LK41,31,1,1.2172043,30.258064,22.175268,102.580635,107.23118,96.50641,129.74321,95.856285,final
6/11/2010,2,25839,LK41,31,0,0,2.8709679,8.67957,101.61289,100.752686,100,57.53812,100.813416,final
6/21/2010,2,25839,LK41,31,0,0,1,1.2172043,87.483864,93.5258,100,96.50641,93.86766,final
7/1/2010,2,25839,LK41,31,0,0,0,0,78.06451,77.519356,100,100,100.66064,final
7/11/2010,2,25839,LK41,31,0,0,0,0,72.41935,54.974194,100,100,129.08777,final
7/21/2010,2,25839,LK41,31,1.0967742,0.47956988,1.0967742,0.47956988,49.645164,38.17957,111.26374,111.26374,126.55328,final
8/1/2010,2,25839,LK41,31,1.3225807,3.5172043,2.419355,3.9967742,32.67742,26.172043,74.233055,82.46683,120.86928,final
8/11/2010,2,25839,LK41,31,8.129032,4.668817,10.548388,8.665591,13.419355,17.345161,135.78735,113.77763,82.43107,final
8/21/2010,2,25839,LK41,31,13.032258,5.908602,22.483871,14.094624,24.580647,15.791398,165.3031,143.93513,142.27348,final
9/1/2010,2,25839,LK41,31,3.451613,5.0989246,24.612902,15.676344,27.032259,19.673119,83.68824,143.22118,129.82654,final
9/11/2010,2,25839,LK41,31,13.5161295,5.3688173,30,16.376345,40.54839,25.041935,178.57512,163.73239,151.61604,final
9/21/2010,2,25839,LK41,31,62.774193,17.933332,79.741936,28.401075,103.322586,42.97527,295.527,253.7102,225.78838,final
10/1/2010,2,25839,LK41,31,67.354836,45.111828,143.64516,68.41398,170.67743,88.0871,144.38675,202.47528,188.72372,final
10/11/2010,2,25839,LK41,31,9.774194,64.15269,139.90323,127.19785,180.45163,152.23979,21.364597,109.61088,117.94192,final
10/21/2010,2,25839,LK41,31,79.58064,110.10538,156.70967,219.36989,258.9355,261.8656,73.48106,72.07281,98.90203,final
11/1/2010,2,25839,LK41,31,118.19355,156.93764,207.54839,331.1957,375.80646,415.286,76.074684,63.221622,90.60651,final
11/11/2010,2,25839,LK41,31,77.645164,140.04408,275.41937,407.0871,445.3226,550.6613,56.97934,68.04857,81.04264,final
11/21/2010,2,25839,LK41,31,425.2903,147.83333,621.129,444.81506,857.5807,692.586,281.5422,139.19699,123.65223,final
12/1/2010,2,25839,LK41,31,227.48387,95.24624,730.4194,383.12366,1081.6129,782.73334,231.91281,189.48068,137.94171,final
12/11/2010,2,25839,LK41,31,28,72.46129,680.7742,315.54086,1096.0968,849.8258,42.601925,213.94281,128.8095,final
12/21/2010,2,25839,LK41,31,134.3871,53.35484,389.87097,221.06236,1167.7097,885.2473,238.86125,174.67348,131.72853,final
1/1/2011,2,25839,LK41,31,96.03226,33.5,258.41937,156.29033,1196.3871,862.81824,262.42145,163.32,138.43764,final
1/11/2011,2,25839,LK41,31,35.387096,19.416128,265.80646,104.017204,1222,818.7688,165.41156,248.40707,148.94957,final
1/21/2011,2,25839,LK41,31,23.64516,21.587097,155.06451,74.50323,1166.0645,735.9871,107.74083,201.33083,158.04114,final
2/1/2011,2,25839,LK41,31,77.03226,12.380645,136.06451,53.38387,1124.9032,588.79675,471.97476,241.61555,190.2845,final
2/11/2011,2,25839,LK41,31,5.387097,9.029033,106.064514,42.996773,1052.645,460.6828,74.04,231.39996,227.11703,final
2/21/2011,2,25839,LK41,31,23.064516,6.156989,105.48387,27.566668,650.4194,319.143,251.54202,339.2545,202.20067,final
3/1/2011,2,25839,LK41,31,3.6774194,8.845161,32.129032,24.031183,426.6129,233.70538,62.674744,127.89362,180.81406,final
3/11/2011,2,25839,LK41,31,1.451613,6.4784946,28.193548,21.480644,400.0645,168.49463,56.20609,125.350235,233.4738,final
3/21/2011,2,25839,LK41,31,2.6451614,7.2268815,7.774194,22.550537,268.3226,124.62043,62.52749,46.366405,210.86385,final
4/1/2011,2,25839,LK41,31,3.612903,16.006453,7.709677,29.711828,175.90321,107.126884,41.00123,36.614826,161.33795,final
4/11/2011,2,25839,LK41,31,46.612904,22.545162,52.870968,45.778496,187.12901,110.25591,187.37556,113.96747,166.69775,final
